Company,jobtitle,overall_ratings,workLifebalance_ratings,culturevalues_ratings,carreropportunities_ratings,benefits_ratings,seniormangemnet_ratings
microsoft,Country Account Manager,5,4,3,3,4,3
microsoft,Country Manager,5,4,5,5,4,5
microsoft,Crazy,5,3,5,4,4,5
microsoft,Creative Director,5,4,5,5,4,4
microsoft,Creative LEad,3,3,3,4,4,2
microsoft,Credit Manager,5,4,5,5,4,4
microsoft,Crew Member,5,4,4,4,4,4
microsoft,Curriculum Manager,5,5,5,5,5,4
microsoft,Customer Experience Manager,4,3,4,3,5,3
microsoft,Customer Lifecycle Manager,5,1,5,2,3,2
microsoft,Customer Service,4,4,4,3,4,3
microsoft,Customer Service Advisor,5,4,5,4,4,4
microsoft,Customer Success,3,3,3,1,3,1
microsoft,Customer Success Manager,4,4,4,4,5,4
microsoft,Customer Support Executive,4,4,4,3,4,4
microsoft,Cybersecurity,3,2,4,4,4,3
microsoft,DATACENTER OPERATION ENGINEER,5,3,5,5,5,5
microsoft,DC Engineer,5,5,5,5,5,5
microsoft,Data &amp,\N,5,4,5,5,5
microsoft,Data Analyst,4,4,4,4,4,3
microsoft,Data Center Manager,5,5,5,5,4,5
microsoft,Data Center Tech I,5,3,4,4,3,3
microsoft,Data Center Technician,4,4,4,4,4,3
microsoft,Data Center Technician Lead,5,4,1,5,3,4
microsoft,Data Engineer,4,2,3,3,4,3
microsoft,Data Engineer Data Analyst,4,4,4,4,4,4
microsoft,Data Entry,5,5,5,5,5,5
microsoft,Data Platform TSP,3,3,3,4,5,3
microsoft,Data Scientist,4,4,4,4,4,3
microsoft,Data Scientist II,5,5,2,5,5,3
microsoft,Data Service Engineer,4,3,4,4,4,3
microsoft,Data Solutions Architect,5,5,5,5,5,5
microsoft,Data Support Engineer,3,2,2,3,4,1
microsoft,Data and AI Consultant,5,3,4,4,3,4
microsoft,Datacenter Technician,4,4,4,3,5,3
microsoft,Datacenter Technology Specialist,4,4,4,3,4,2
microsoft,Delivery Executive,5,3,5,4,4,5
microsoft,Delivery Manager,4,4,4,4,4,4
microsoft,Design Director,2,2,4,3,3,2
microsoft,Design Engineer,3,4,3,3,5,2
microsoft,Design Integrator II,4,3,3,3,4,4
microsoft,Design Producer,4,2,4,5,5,2
microsoft,Design Researcher,5,5,5,5,5,5
microsoft,Design Researcher II,4,5,4,3,3,3
microsoft,Designation - Human Resources Operations Advisor,4,3,4,4,4,3
microsoft,Designer,3,3,3,3,3,2
microsoft,Designer I,5,4,4,5,5,4
microsoft,Designer II,5,4,3,4,4,3
microsoft,Dev Lead,4,4,3,5,4,4
microsoft,Dev Manager,4,3,3,4,5,3
microsoft,Developer,3,4,4,3,4,3
microsoft,Developer Audience Evangelist,5,5,5,4,5,5
microsoft,Developer Evangelist,5,4,4,4,4,4
microsoft,Developer Support Engineer,4,4,5,4,4,3
microsoft,Developer Support Technical Router,3,4,4,4,4,2
microsoft,Development Lead,4,4,3,3,4,3
microsoft,Development Lead II,4,4,4,4,4,2
microsoft,Development Manager,4,4,4,4,4,4
microsoft,Digital Advisor,5,4,5,5,5,4
microsoft,Digital Architect,5,5,5,5,5,4
microsoft,Digital Marketing Manager,4,4,4,3,4,4
microsoft,Digital Product Manager,5,5,3,2,2,2
microsoft,Director,4,4,4,4,4,3
microsoft,Director - BI,1,2,1,2,4,1
microsoft,Director Business Programs,5,4,5,5,5,4
microsoft,Director IT,4,3,5,4,3,5
microsoft,Director Marketing,2,1,2,4,2,2
microsoft,Director PM,3,3,3,2,4,2
microsoft,Director Product Marketing,3,3,3,4,5,3
microsoft,Director Program Management,3,4,4,3,4,3
microsoft,Director Solution Sales,4,3,4,4,4,4
microsoft,Director Talent Acquisition,5,3,4,4,4,4
microsoft,Director Technical Sales,5,5,4,5,5,5
microsoft,Director of Business Development,3,3,4,3,4,2
microsoft,Director of Development,5,5,5,5,5,4
microsoft,Director of Engineering,5,5,5,5,4,5
microsoft,Director of Finance,5,4,5,3,4,4
microsoft,Director of Marketing,4,2,3,2,4,4
microsoft,Director of PM,4,3,3,4,4,2
microsoft,Director of Product Marketing,4,3,3,5,4,2
microsoft,Director of Program Management,4,5,5,4,5,4
microsoft,Director of Strategy &amp,\N,3,3,4,4,4
microsoft,Director of Technical Product Management,5,5,4,4,4,5
microsoft,Director of Testing,5,4,4,4,4,3
microsoft,Director-Partner Development,5,4,5,5,5,5
microsoft,Directory Services Support Engineer,5,5,5,5,5,5
microsoft,District Manager,3,2,4,3,3,3
microsoft,District Sales Manager,5,4,5,4,4,5
microsoft,Documentation Manager,5,5,4,5,4,4
microsoft,EBA,4,5,5,4,4,4
microsoft,ERP Projects Manager,1,1,1,1,1,1
microsoft,ERP Technology Director,5,5,5,5,5,5
microsoft,Ecommerce Category Site Merchandiser: Windows Phone,4,4,3,4,4,3
microsoft,Editor,4,4,4,3,4,3
microsoft,Editor II,4,4,4,4,4,4
microsoft,Edu Sales,3,3,3,3,4,3
microsoft,Electrical Engineer,5,4,4,4,4,4
microsoft,Electronic Engineer,4,5,3,4,4,3
microsoft,Embedded Engineer,5,4,5,3,4,3
microsoft,Engagement Manager,4,4,4,5,4,4
microsoft,Engineer,4,4,4,4,4,4
microsoft,Engineer Office,5,4,4,4,5,4
microsoft,Engineering,5,4,5,4,4,4
microsoft,Engineering Lead,1,4,1,3,4,1
microsoft,Engineering Manager,4,4,4,4,4,4
microsoft,Engineering Program Manager,4,1,3,3,3,2
microsoft,Engineering Service Engineer II,3,3,4,5,4,3
microsoft,Engineering Services R&amp,\N,5,4,5,5,5
microsoft,Enterprise Account Executive,4,3,4,3,4,4
microsoft,Enterprise Account Manager,5,5,5,4,4,4
microsoft,Enterprise Architect,4,3,4,4,5,4
microsoft,Enterprise Marketing,5,5,4,3,5,4
microsoft,Enterprise Sales,2,3,2,2,3,2
microsoft,Enterprise Sales Director,4,4,4,4,4,3
microsoft,Enterprise Technology Strategist,4,4,4,3,4,3
microsoft,Entertainment Representative,5,4,3,5,5,4
microsoft,Escalation Engineer,4,4,4,4,4,3
microsoft,Escalation Lead,4,4,4,4,4,5
microsoft,Escalation Manager,4,4,4,3,5,2
microsoft,Escalation Specialist,4,3,2,1,4,1
microsoft,Escalation Support Engineer,4,3,4,5,5,4
microsoft,Evangalist,5,4,4,5,5,4
microsoft,Evangelism Manager,4,4,4,5,5,4
microsoft,Evangelist,4,3,3,4,4,3
microsoft,Exchange Engineer,4,2,4,4,4,3
microsoft,Execution Manager,4,5,5,4,4,4
microsoft,Executive Administrative Assistant,4,3,3,3,3,3
microsoft,Executive Assistant,4,4,4,3,4,3
microsoft,Executive Assistant to CVP,4,3,4,4,4,3
microsoft,Executive Audience Marketing Manager,2,2,2,3,4,1
microsoft,Executive Business Administrator,4,4,4,3,4,4
microsoft,Executive Producer,5,5,4,3,4,3
microsoft,Experience Manager,3,3,1,3,4,2
microsoft,Expression/Binder ID/Skeleton Tagger,4,3,3,3,3,3
microsoft,Facilities,4,4,4,4,5,3
microsoft,Federal Sales,4,3,4,5,5,5
microsoft,Field Enablement,4,5,5,5,4,4
microsoft,Field Sales,4,4,4,4,4,3
microsoft,Field Sales Representative,4,5,5,3,4,4
microsoft,Field Services Manager,4,3,5,4,4,4
microsoft,Field Support Specialist,4,3,3,3,5,3
microsoft,Field Support Specialist Administrative,5,5,5,4,5,4
microsoft,Finance,4,4,4,3,4,3
microsoft,Finance Controller,4,4,5,5,4,4
microsoft,Finance Director,3,3,4,3,4,4
microsoft,Finance Intern,4,4,4,3,4,4
microsoft,Finance Lead,5,3,4,4,5,3
microsoft,Finance Manager,4,4,4,4,4,3
microsoft,Finance Rotation Analyst,4,5,4,5,5,4
microsoft,Financial Analyst,4,4,4,4,4,4
microsoft,Financial Compensation Analyst,5,5,5,1,5,3
microsoft,Financial Consultant Adviser,5,5,4,4,5,5
microsoft,Financial Controllers,4,1,3,5,5,3
microsoft,Freelancing,3,5,4,3,1,1
microsoft,Full Stack Software Developer,4,3,4,4,4,3
microsoft,GBS Engineer,3,1,1,2,1,1
microsoft,GM,5,5,5,5,5,5
microsoft,GM Public Sector,3,2,3,3,3,3
microsoft,GM Sales,4,3,3,3,3,3
microsoft,GPM,3,5,4,3,4,3
microsoft,Gaming Expert,4,1,5,2,4,4
microsoft,General Manager,4,4,3,4,4,3
microsoft,Global Director,5,5,5,5,5,5
microsoft,Global Human Resources Operations,5,3,4,4,4,5
microsoft,Global Program Manager,4,4,4,4,5,5
microsoft,Global Project Manager,2,1,2,2,1,3
microsoft,Global Sales Readiness Manager,5,4,5,5,5,4
microsoft,Go to Market Manager,5,5,5,4,4,4
microsoft,Go-to Market Manager,4,4,4,5,4,5
microsoft,Government Programs Manager,4,2,5,3,1,4
microsoft,Government Sales Team Lead,4,1,4,5,5,4
microsoft,Graphic Designer,5,3,4,4,4,3
microsoft,Group Business Administrative,5,5,5,5,5,5
microsoft,Group Content Publishing Manager,5,5,4,5,5,5
microsoft,Group Engineering Manager,3,3,3,3,4,3
microsoft,Group Finance Manager,4,3,4,3,4,3
microsoft,Group Leader,4,2,2,5,5,2
microsoft,Group Manager,4,3,4,4,4,3
microsoft,Group Product Manager,3,5,4,3,4,3
microsoft,Group Product Planner,3,3,4,4,4,2
microsoft,Group Program Manager,4,4,4,4,4,3
microsoft,HRBP,4,4,4,4,4,4
microsoft,HRM,4,3,3,3,4,2
microsoft,Hardware Design Engineer,3,4,3,3,5,2
microsoft,Hardware Design Verification Engineer,5,5,5,5,5,4
microsoft,Hardware Engineer,4,4,4,4,4,3
microsoft,Hardware Program Manager II,4,4,4,4,5,4
microsoft,Hardware Test Engineer,2,4,3,3,5,1
microsoft,Haryana,5,3,4,3,3,4
microsoft,Head of Indirect Sourcing,4,3,3,4,4,3
microsoft,Head of Sales,4,2,4,4,4,3
microsoft,Head of Sales/Channel Operation - Senior Category Management Lead,5,5,5,4,4,4
microsoft,Human Resource Business Partner,5,4,4,5,4,5
microsoft,Human Resources,4,4,4,4,3,3
microsoft,Human Resources Analyst,5,3,5,5,5,5
microsoft,Human Resources Assistant,3,3,4,3,3,3
microsoft,Human Resources Business Partner,4,4,4,4,4,3
microsoft,Human Resources Director,4,4,4,4,4,4
microsoft,Human Resources Generalist,4,5,4,3,5,5
microsoft,Human Resources Manager,4,3,4,4,4,3
microsoft,Human Resources Professional,3,5,4,3,3,3
microsoft,Human Resources Program Manager,3,4,2,3,4,2
microsoft,Human Resources Specialist,5,5,5,4,5,4
microsoft,IPM,4,1,4,1,1,1
microsoft,ISV Technical Evangelist,5,5,5,5,5,5
microsoft,IT Asset Manager,5,4,5,5,5,4
microsoft,IT Consultant,5,2,4,4,3,1
microsoft,IT Consulting,3,3,3,3,4,2
microsoft,IT Department,1,1,1,1,2,1
microsoft,IT Director,4,4,4,4,4,4
microsoft,IT Engineer,5,5,3,5,5,2
microsoft,IT Instructor,5,5,5,5,5,3
microsoft,IT Manager,4,3,3,3,5,3
microsoft,IT Manager Service Engineering,4,3,4,4,4,3
microsoft,IT Marketing,1,1,4,1,1,1
microsoft,IT Operations Engineer,4,3,3,4,5,3
microsoft,IT Operations Lead,1,1,4,1,1,4
microsoft,IT Operations Program Manager,3,4,3,4,4,3
microsoft,IT Operations Service Engineer,4,3,4,3,4,3
microsoft,IT Pro,4,4,3,5,3,3
microsoft,IT Program Manager,3,3,3,3,4,2
microsoft,IT Project Manager,3,2,3,2,3,2
microsoft,IT SDE II,3,4,4,3,4,3
microsoft,IT Service Delivery Manager,4,5,4,4,2,4
microsoft,IT Service Operations,3,2,3,4,3,3
microsoft,IT Software Development Engineer In Test LEAD,5,4,3,1,4,1
microsoft,IT Software Development Engineer In Test Manager,3,1,3,2,3,3
microsoft,IT Specialist,3,4,4,3,4,3
microsoft,IT Support Engineer,5,5,5,5,5,5
microsoft,IT Technician,3,3,1,1,3,1
microsoft,Ice,3,4,5,2,4,1
microsoft,Incident Manager,4,4,4,3,2,4
microsoft,Incubation Specialist,4,3,4,4,3,3
microsoft,Individual Contributor,5,4,5,5,5,4
microsoft,Industrial Designer,3,5,3,1,2,1
microsoft,Industry Manager - Manufacturing,4,4,3,5,4,3
microsoft,Information Analyst,5,5,5,5,5,5
microsoft,Information Security Analyst,5,3,5,4,4,4
microsoft,Information Technology,1,2,4,1,3,1
microsoft,Infrastructure Consultant,5,3,5,5,4,4
microsoft,Inside Opportunity Executive,4,5,5,4,4,3
microsoft,Inside Sales,3,2,3,3,3,3
microsoft,Inside Sales Account Executive,5,5,5,5,5,5
microsoft,Inside Sales Executive,4,3,4,4,4,3
microsoft,Inside Sales Manager,5,4,5,5,5,5
microsoft,Inside Sales Representative,3,3,3,2,3,2
microsoft,Inside Sales Specialist,3,3,4,2,3,3
microsoft,Inside Technology Solutions Professional,5,5,5,5,5,5
microsoft,Instructional Designer,5,3,4,4,4,3
microsoft,Interaction Designer,5,4,4,5,5,3
microsoft,Intermediate Software Development Engineer,5,5,4,5,5,4
microsoft,Intern,5,4,5,5,5,5
microsoft,Intern - Hourly,4,2,4,4,4,4
microsoft,Internal Recruiter,3,4,3,2,3,3
microsoft,International Engineer,3,1,2,3,2,1
microsoft,International Project Engineer,3,4,4,3,4,3
microsoft,International Project Engineering,4,4,4,4,5,3
microsoft,International Project Manager,4,5,4,3,5,4
microsoft,International Revenue Allocation Analyst,4,4,3,3,4,4
microsoft,International Site Manager,5,4,5,4,4,5
microsoft,Intl Project Engineer,3,3,4,3,3,3
microsoft,Inventory Control Expert,3,2,3,3,4,3
microsoft,Inventory Specialist,5,3,3,3,5,3
microsoft,Janitor,5,5,5,5,5,5
microsoft,Junior Account Executive,5,3,2,3,3,3
microsoft,Junior Data Scientist,2,4,2,2,2,1
microsoft,Junior Software Developer,4,4,4,4,4,4
microsoft,Just A Coder,3,3,4,3,3,3
microsoft,Lab Manager,2,4,4,2,4,1
microsoft,Latin America Channel Manager,3,2,2,3,4,3
microsoft,Latin America Travel Manager,4,5,5,4,4,4
microsoft,Law Internship,3,3,3,4,2,4
microsoft,Lawyer,4,4,3,4,5,3
microsoft,Lead,3,1,2,2,3,1
microsoft,Lead Architect,5,5,5,5,5,5
microsoft,Lead Developer,2,3,4,2,3,2
microsoft,Lead PM,3,3,1,5,3,3
microsoft,Lead Product Manager,5,5,4,5,4,5
microsoft,Lead Product Planner,4,4,4,4,4,5
microsoft,Lead Program Manager,4,4,4,4,4,3
microsoft,Lead Quality Engineer,2,3,4,2,2,1
microsoft,Lead Researcher,4,3,4,4,4,3
microsoft,Lead Software Design Engineer,3,3,4,4,4,2
microsoft,Lead Software Developer,4,4,4,5,4,3
microsoft,Lead Software Development Engineer,4,3,4,4,4,3
microsoft,Lead Software Development Engineer In Test,4,4,4,4,4,4
microsoft,Lead Software Development Engineer In Test (SDET),4,4,4,4,4,3
microsoft,Lead Software Engineer,4,4,4,4,4,4
microsoft,Lead Specialist - Sourcing,5,5,5,5,5,5
microsoft,Lead Test Engineer,3,4,4,2,2,3
microsoft,Leadership,4,4,5,3,5,5
microsoft,Learning Specialist,4,5,5,4,5,5
microsoft,Learning and Development Specialist,4,4,5,5,5,4
microsoft,Legal &amp,\N,4,4,5,4,4
microsoft,Librarian,5,4,4,4,5,4
microsoft,License Sales,4,1,4,4,4,2
microsoft,Licensing Executive,4,5,3,3,3,3
microsoft,Lots,5,4,5,5,3,4
microsoft,MACH,4,5,2,3,4,3
microsoft,MACH Associate Consultant,3,1,4,4,5,3
microsoft,MSBI Developer,5,4,5,5,5,5
microsoft,MSIT,3,4,3,3,4,2
microsoft,MSIT - Senior Program Manager,4,3,4,4,3,4
microsoft,Machine Learning,4,5,3,4,4,4
microsoft,Major Acct Manager,3,4,3,4,4,2
microsoft,Malwarebytes Contact Support,5,5,5,5,5,5
microsoft,Manager,4,3,3,4,4,3
microsoft,Manager of Manager,4,3,5,5,4,4
microsoft,Manager of Sales Strategy,4,2,4,5,4,4
microsoft,Managing Director,4,3,1,4,4,2
microsoft,Manufacturing Test Engineer,4,2,3,3,3,1
microsoft,MarComms Manager,3,1,3,3,4,2
microsoft,Markeing Group Manager,5,3,5,5,5,4
microsoft,Market Research Manager,5,5,4,4,5,4
microsoft,Marketer,2,3,1,3,3,1
microsoft,Marketing,3,3,3,3,4,3
microsoft,Marketing Communications,4,5,4,3,5,4
microsoft,Marketing Communications Manager,4,4,4,4,5,4
microsoft,Marketing Director,4,4,4,3,4,3
microsoft,Marketing Intern,5,4,5,5,4,4
microsoft,Marketing Lead,4,3,4,3,4,4
microsoft,Marketing Manager,4,4,4,4,4,3
microsoft,Marketing Operations Manager,4,4,2,4,4,3
microsoft,Marketing Program Manager,4,3,3,4,5,3
microsoft,Marketing Specialist,5,5,5,5,5,5
microsoft,Marketing and Product,2,2,3,3,4,2
microsoft,Marketing and Sales,1,3,4,3,4,1
microsoft,Marketing-Manager,4,5,4,4,3,3
microsoft,Mechanical Engineer,5,4,5,4,5,4
microsoft,Mechanical Engineer II,5,3,4,3,4,4
microsoft,Metro Style App Developer,5,4,5,4,5,4
microsoft,Microsoft,4,4,5,2,4,3
microsoft,Microsoft Cloud Evangelist,\N,4,5,5,3,4
microsoft,Microsoft Dynamics Team,4,4,5,4,4,5
microsoft,Microsoft PArtner Account Manager,4,3,4,4,4,3
microsoft,Microsoft Research,4,5,3,3,3,3
microsoft,Microsoft Software Development Engineer,5,5,5,5,5,5
microsoft,Microsoft Students Partner,5,4,5,3,5,5
microsoft,Mid-level Individual Contributor,2,4,4,2,4,3
microsoft,Mid-line Manager,5,3,5,5,5,4
microsoft,Middle Manager,4,3,5,4,4,3
microsoft,Multimedia Content Strategist,3,3,4,3,3,3
microsoft,N,5,4,4,3,4,4
microsoft,N/A,2,3,4,3,3,3
microsoft,NVH Engineer,4,5,5,2,5,3
microsoft,National Account Executive,5,4,5,4,5,4
microsoft,National Director,5,4,4,5,2,5
microsoft,National Sales Director,5,4,5,5,5,4
microsoft,Net Architect,4,4,4,4,4,4
microsoft,Network Administrator,4,4,5,5,5,4
microsoft,Network Engineer,5,4,4,4,4,4
microsoft,Network Service Engineer,3,2,2,3,4,3
microsoft,Network Services Engineer,4,5,5,4,4,3
microsoft,Network Support Engineer Society,4,3,4,5,4,3
microsoft,O365 Technician,5,3,4,4,4,3
microsoft,OEM Channel Executive,5,4,4,5,4,4
microsoft,OEM Reseller Lead,3,4,3,3,3,2
microsoft,OEM Sales,2,2,1,3,2,2
microsoft,Office Support Escalation Engineer,5,3,5,4,4,5
microsoft,Oil Engineer,5,5,5,5,5,5
microsoft,Onlien Services Consultant,3,3,4,3,2,3
microsoft,Online Community Manager,2,2,4,4,3,1
microsoft,Online Form Filling Job,4,3,4,4,4,3
microsoft,Operation Specialist,4,4,4,5,3,3
microsoft,Operations,4,5,4,1,5,3
microsoft,Operations Advisor,5,3,4,4,4,3
microsoft,Operations Director,4,4,5,4,5,3
microsoft,Operations Engineer,4,4,4,4,4,3
microsoft,Operations Lead,5,4,5,3,5,3
microsoft,Operations Manager,4,4,4,4,4,3
microsoft,Operations Program Manager,4,4,4,4,4,3
microsoft,Operations Program Manager II,4,4,4,4,4,5
microsoft,Operations Program Manager III,2,2,4,2,3,3
microsoft,Operations Service Engineer,4,5,4,4,4,3
microsoft,Operations Specialist,5,5,5,4,5,5
microsoft,Opportunity Executive,4,4,3,3,4,3
microsoft,Ops Manager,4,4,3,4,4,3
microsoft,Optical Engineer,4,4,4,5,5,2
microsoft,Optical Engineer II,5,5,5,5,3,4
microsoft,Optimized Desktop Specialist,3,2,4,3,4,1
microsoft,Other,2,2,4,1,4,2
microsoft,PC Category Lead,4,3,4,3,4,3
microsoft,PFE,4,4,4,5,3,4
microsoft,PM,5,5,4,5,5,5
microsoft,PM Lead,4,2,2,3,3,2
microsoft,PM Leadership,3,3,3,3,3,3
microsoft,PM2,4,5,3,3,3,3
microsoft,PRINCIPAL IT ENGINEERING MANAGER,3,4,2,2,4,1
microsoft,PRINCIPAL SOFTWARE ENG LEAD,4,4,3,3,3,2
microsoft,Paid Search Account Manager,2,1,1,1,3,2
microsoft,Pam,4,2,3,3,4,3
microsoft,Paralegal,3,3,4,3,4,2
microsoft,Part Time,5,5,5,5,5,5
microsoft,Partner,\N,3,3,3,2,3
microsoft,Partner Account Manager,3,4,3,3,4,3
microsoft,Partner Architect,5,4,4,5,5,4
microsoft,Partner Business Development Manager,4,5,5,4,3,4
microsoft,Partner Business Evangelist,5,5,3,4,4,3
microsoft,Partner Channel Development Manager,4,3,4,4,3,3
microsoft,Partner Development Manager,4,4,3,3,4,3
microsoft,Partner Director,3,4,3,2,3,3
microsoft,Partner Director of Product Management,5,3,4,4,4,3
microsoft,Partner Engineering Manager,4,4,2,5,5,2
microsoft,Partner Manager,4,4,4,4,4,3
microsoft,Partner Marketing Advisor,5,5,5,5,5,5
microsoft,Partner Marketing Manager,4,4,4,4,4,5
microsoft,Partner Operation Manager,3,3,2,4,5,2
microsoft,Partner Sales,2,4,1,2,3,1
microsoft,Partner Sales Executive,4,4,4,4,4,3
microsoft,Partner Sales Executive – License Solution Providers (LSP),4,5,5,5,5,5
microsoft,Partner Sales Lead,4,3,4,4,4,3
microsoft,Partner Sales Manager,5,4,5,4,4,4
microsoft,Partner Technical Consultant,4,4,4,4,4,3
microsoft,Partner Technical Lead,4,4,4,3,4,5
microsoft,Partner Technology Manager,5,5,5,5,5,5
microsoft,Partner Technology Strategist,5,5,4,4,5,4
microsoft,Partner Territory Manager,5,5,5,5,5,5
microsoft,Philanthropies,4,2,4,3,4,3
microsoft,Planner,3,2,2,3,5,2
microsoft,Planning,3,3,4,3,4,3
microsoft,Pmm,4,5,4,3,2,3
microsoft,Porgram Manager,4,4,5,3,4,3
microsoft,Portfolio Manager,4,3,3,4,4,3
microsoft,Post Doc,4,5,3,4,4,4
microsoft,Practice Manager,4,3,4,3,4,4
microsoft,Premier Field Engineer,4,3,4,4,4,3
microsoft,Premier Support,4,5,3,4,5,3
microsoft,Presales Engineer,3,3,2,2,3,3
microsoft,Princiapl Engineer,5,5,5,5,5,5
microsoft,Principal,5,5,5,4,5,4
microsoft,Principal - Service Engineer,3,3,4,4,4,4
microsoft,Principal Applied Scientist,2,4,3,2,4,1
microsoft,Principal Architect,4,3,4,4,4,3
microsoft,Principal Business Development Manager,2,4,2,2,4,1
microsoft,Principal Consultant,4,3,4,4,4,3
microsoft,Principal Content Developer,4,3,4,4,5,2
microsoft,Principal Data Scientist,5,4,4,5,4,5
microsoft,Principal Dev,5,3,5,5,4,4
microsoft,Principal Dev Lead,4,4,3,4,4,3
microsoft,Principal Dev Manager,5,4,4,5,4,4
microsoft,Principal Development Engineer Lead,5,5,4,4,4,3
microsoft,Principal Development Lead,3,4,4,4,4,2
microsoft,Principal Development Manager,4,4,4,4,4,3
microsoft,Principal Director of Development,4,5,4,5,4,3
microsoft,Principal Engineer,3,3,4,3,4,3
microsoft,Principal Engineering Manager,5,4,5,3,5,5
microsoft,Principal Group Manager,5,5,4,5,5,4
microsoft,Principal Group Program Manager,4,4,4,4,4,3
microsoft,Principal Hardware Engineer,4,3,4,4,5,4
microsoft,Principal IT Service Operations Manager,4,4,2,4,5,2
microsoft,Principal Lead,4,3,3,4,4,1
microsoft,Principal Lead Program Manager,4,4,4,4,4,3
microsoft,Principal Manager,4,3,4,4,4,4
microsoft,Principal Mechanical Engineer,5,3,4,5,5,4
microsoft,Principal Operations Manager,3,1,2,3,3,2
microsoft,Principal PM,3,3,3,3,4,3
microsoft,Principal PM Manager,4,5,4,4,4,4
microsoft,Principal Product Manager,4,4,3,3,3,3
microsoft,Principal Program Manager,4,3,4,4,4,3
microsoft,Principal Program Manager - Lead,5,3,4,4,4,3
microsoft,Principal Program Manager Lead,4,4,4,4,4,4
microsoft,Principal Project Manager,5,3,4,5,4,5
microsoft,Principal Researcher,5,4,4,5,5,4
microsoft,Principal SWE Lead,5,5,3,4,4,5
microsoft,Principal Service Engineering Manager,4,3,3,5,5,3
microsoft,Principal Software Architect,5,4,4,5,5,3
microsoft,Principal Software Delevoper Lead,5,5,5,5,5,4
microsoft,Principal Software Design Engineer,3,3,4,3,4,3
microsoft,Principal Software Development Engineer,4,4,4,4,4,3
microsoft,Principal Software Development Lead,4,4,3,4,4,3
microsoft,Principal Software Development Manager,4,4,4,4,4,4
microsoft,Principal Software Engineer,4,4,4,4,4,4
microsoft,Principal Software Engineer Lead,4,4,3,3,4,3
microsoft,Principal Software Engineer Manager,5,4,5,4,4,5
microsoft,Principal Software Engineering Manager,4,3,4,4,4,3
microsoft,Principal Solution Specialist,4,3,4,4,4,1
microsoft,Principal Solution Specialist Azure,3,1,1,4,5,2
microsoft,Principal Solutions Specialist,4,4,3,3,5,3
microsoft,Principal Systems Engineer,3,3,5,4,4,2
microsoft,Principal Tech Lead,5,5,5,4,5,4
microsoft,Principal Technical Program Manager,4,4,4,4,4,3
microsoft,Principal Technologist,5,5,4,5,5,5
microsoft,Principal Technology Solutions Professional,5,5,5,5,5,5
microsoft,Principal Test Lead,4,5,4,5,5,5
microsoft,Principal Test Manager,5,5,5,4,5,5
microsoft,Principla Group Program Manager,4,3,4,5,4,3
microsoft,Prncipal Engineer,1,5,1,1,2,1
microsoft,Process Manager,5,5,5,4,5,3
microsoft,Procurement,3,2,5,3,5,4
microsoft,Procurement Director,3,4,3,3,4,3
microsoft,Procurement Lead,5,5,5,5,5,5
microsoft,Procurement Manager,5,4,5,4,4,5
microsoft,Procurement Specialist,3,3,4,1,4,2
microsoft,Producer,4,3,4,4,4,4
microsoft,Product Advisor,4,4,4,3,4,4
microsoft,Product Advisor/Business Captain,5,3,4,4,4,3
microsoft,Product Advisor/Inventory Control Expert,5,4,4,5,5,4
microsoft,Product Designer,4,3,4,4,5,3
microsoft,Product Editor,5,4,4,4,4,3
microsoft,Product Intelligence Manager,4,4,3,4,2,4
microsoft,Product Knowledge Advisor,3,1,2,2,4,3
microsoft,Product Management Director,3,3,4,3,4,3
microsoft,Product Manager,4,4,4,4,4,3
microsoft,Product Manager Intern,5,5,4,5,4,4
microsoft,Product Marketing,4,4,4,4,4,3
microsoft,Product Marketing Director,4,4,4,4,4,3
microsoft,Product Marketing Manager,4,4,4,4,4,3
microsoft,Product Markteting Manager,5,5,5,3,3,4
microsoft,Product Planner,3,4,4,3,4,3
microsoft,Product Support,1,1,1,1,1,1
microsoft,Product Tech Lead,5,5,4,4,4,4
microsoft,Product Technology Specialist,2,4,4,2,4,4
microsoft,Production Technician,4,5,5,5,4,5
microsoft,Professional Development Manager,5,5,5,4,5,5
microsoft,Program,3,1,1,3,3,1
microsoft,Program Deployment Manager,5,4,5,4,4,4
microsoft,Program Manager,4,4,4,4,4,3
microsoft,Program Manager I,2,3,1,2,3,1
microsoft,Program Manager II,4,4,4,4,4,3
microsoft,Program Manager II - Non-technical,3,2,2,4,3,2
microsoft,Program Manager Intern,5,5,4,5,5,5
microsoft,Program Manager Lead,5,4,4,5,5,5
microsoft,Program Technical Lead,3,4,4,2,3,3
microsoft,Program/Product Manager,4,4,3,4,4,2
microsoft,Programme Manager II,5,5,4,4,4,5
microsoft,Programmer,4,4,4,4,4,4
microsoft,Programmer Manager,4,4,4,4,4,3
microsoft,Programming Writer,4,5,5,5,5,4
microsoft,Programming Writer II,3,2,3,4,3,3
microsoft,Project,4,3,4,4,3,3
microsoft,Project Coordinator,5,4,4,4,5,4
microsoft,Project Lead &amp,\N,4,5,5,3,5
microsoft,Project Management Intern,4,3,4,4,4,3
microsoft,Project Manager,4,3,4,4,4,3
microsoft,Project Manager III,4,4,3,4,4,1
microsoft,Prorgram Manager,5,5,5,5,5,5
microsoft,Prt,4,5,3,3,2,3
microsoft,Public Relations Manager,5,4,4,5,5,3
microsoft,QA Lead,4,3,4,4,4,3
